flash,ram,text,code,rodata,data,bss,dec,hex,filename,filename
5896,0,5896,4376,1520,0,0,5896,`1708,audio_element.c.obj (ex armino/audio_pipeline/libaudio_pipeline.a),armino/audio_pipeline/libaudio_pipeline.a
1290,0,1290,1026,264,0,0,1290,`50a,audio_event_iface.c.obj (ex armino/audio_pipeline/libaudio_pipeline.a),armino/audio_pipeline/libaudio_pipeline.a
2033,4,2033,1642,391,0,4,2037,`7f5,audio_pipeline.c.obj (ex armino/audio_pipeline/libaudio_pipeline.a),armino/audio_pipeline/libaudio_pipeline.a
990,0,990,880,110,0,0,990,`3de,ringbuf.c.obj (ex armino/audio_pipeline/libaudio_pipeline.a),armino/audio_pipeline/libaudio_pipeline.a
1443,0,1443,1320,123,0,0,1443,`5a3,framebuf.c.obj (ex armino/audio_pipeline/libaudio_pipeline.a),armino/audio_pipeline/libaudio_pipeline.a
282,0,282,192,90,0,0,282,`11a,audio_mem.c.obj (ex armino/audio_pipeline/libaudio_pipeline.a),armino/audio_pipeline/libaudio_pipeline.a
4,0,4,4,0,0,0,4,`4,audio_thread.c.obj (ex armino/audio_pipeline/libaudio_pipeline.a),armino/audio_pipeline/libaudio_pipeline.a
1228,0,1228,936,292,0,0,1228,`4cc,audio_port.c.obj (ex armino/audio_pipeline/libaudio_pipeline.a),armino/audio_pipeline/libaudio_pipeline.a
449,0,449,344,105,0,0,449,`1c1,cb_port.c.obj (ex armino/audio_pipeline/libaudio_pipeline.a),armino/audio_pipeline/libaudio_pipeline.a
558,0,558,454,104,0,0,558,`22e,rb_port.c.obj (ex armino/audio_pipeline/libaudio_pipeline.a),armino/audio_pipeline/libaudio_pipeline.a
858,0,858,632,226,0,0,858,`35a,fb_port.c.obj (ex armino/audio_pipeline/libaudio_pipeline.a),armino/audio_pipeline/libaudio_pipeline.a
15031,4,15031,11806,3225,0,4,15035,`3abb,armino/audio_pipeline/libaudio_pipeline.a,armino/audio_pipeline/libaudio_pipeline.a
756,0,756,406,350,0,0,756,`2f4,count_util.c.obj (ex armino/audio_utils/libaudio_utils.a),armino/audio_utils/libaudio_utils.a
756,0,756,406,350,0,0,756,`2f4,armino/audio_utils/libaudio_utils.a,armino/audio_utils/libaudio_utils.a
572,0,572,414,158,0,0,572,`23c,g711_decoder.c.obj (ex armino/g711_decoder/libg711_decoder.a),armino/g711_decoder/libg711_decoder.a
572,0,572,414,158,0,0,572,`23c,armino/g711_decoder/libg711_decoder.a,armino/g711_decoder/libg711_decoder.a
568,0,568,410,158,0,0,568,`238,g711_encoder.c.obj (ex armino/g711_encoder/libg711_encoder.a),armino/g711_encoder/libg711_encoder.a
568,0,568,410,158,0,0,568,`238,armino/g711_encoder/libg711_encoder.a,armino/g711_encoder/libg711_encoder.a
518,88,518,380,138,0,88,606,`25e,raw_stream.c.obj (ex armino/raw_stream/libraw_stream.a),armino/raw_stream/libraw_stream.a
518,88,518,380,138,0,88,606,`25e,armino/raw_stream/libraw_stream.a,armino/raw_stream/libraw_stream.a
5160,44,5160,3160,2000,0,44,5204,`1454,uac_mic_stream.c.obj (ex armino/uac_mic_stream/libuac_mic_stream.a),armino/uac_mic_stream/libuac_mic_stream.a
5160,44,5160,3160,2000,0,44,5204,`1454,armino/uac_mic_stream/libuac_mic_stream.a,armino/uac_mic_stream/libuac_mic_stream.a
5647,44,5647,3544,2103,0,44,5691,`163b,uac_speaker_stream.c.obj (ex armino/uac_speaker_stream/libuac_speaker_stream.a),armino/uac_speaker_stream/libuac_speaker_stream.a
5647,44,5647,3544,2103,0,44,5691,`163b,armino/uac_speaker_stream/libuac_speaker_stream.a,armino/uac_speaker_stream/libuac_speaker_stream.a
4853,0,4853,4044,809,0,0,4853,`12f5,jdev.c.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libtjpg_sram.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libtjpg_sram.a
13520,0,13520,13328,192,0,0,13520,`34d0,tjpgd.c.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libtjpg_sram.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libtjpg_sram.a
18373,0,18373,17372,1001,0,0,18373,`47c5,/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libtjpg_sram.a,/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libtjpg_sram.a
1000,0,1000,1000,0,0,0,1000,`3e8,image_scale.c.obj (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libscale_sram.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libscale_sram.a
1000,0,1000,1000,0,0,0,1000,`3e8,/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libscale_sram.a,/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libscale_sram.a
212,0,212,212,0,0,0,212,`d4,audio_subsys_rnn_vad.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a
820,996,820,820,0,0,996,1816,`718,rnn_vad_interface.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a
216,0,216,216,0,0,0,216,`d8,audio_subsys_speexdsp_wrap2.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a
4288,0,4288,4288,0,0,0,4288,`10c0,mdf.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a
4716,0,4716,4716,0,0,0,4716,`126c,preprocess.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a
5012,3840,1172,1172,0,3840,0,5012,`1394,mfcc.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a
26496,0,26496,4808,21688,0,0,26496,`6780,rnn_vad.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a
248,0,248,248,0,0,0,248,`f8,fftwrap.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a
8602,0,8602,8372,230,0,0,8602,`219a,kiss_fft.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a
9992,0,9992,9976,16,0,0,9992,`2708,smallft.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a
60602,4836,56762,34828,21934,3840,996,61598,`f09e,/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a,/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/vad/lib/libaudio_subsys.a
12920,0,12920,12364,556,0,0,12920,`3278,opus_encoder.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
936,0,936,936,0,0,0,936,`3a8,repacketizer.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
1524,0,1524,1136,388,0,0,1524,`5f4,celt.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
16840,0,16840,16460,380,0,0,16840,`41c8,celt_encoder.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
88,0,88,56,32,0,0,88,`58,entcode.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
1473,0,1473,1252,221,0,0,1473,`5c1,entenc.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
832,0,832,832,0,0,0,832,`340,mathops.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
1048,0,1048,1048,0,0,0,1048,`418,mdct.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
9083,0,9083,96,8987,0,0,9083,`237b,modes.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
3839,0,3839,3536,303,0,0,3839,`eff,pitch.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
1190,0,1190,1028,162,0,0,1190,`4a6,celt_lpc.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
2884,0,2884,2504,380,0,0,2884,`b44,quant_bands.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
2824,0,2824,2568,256,0,0,2824,`b08,rate.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
4417,0,4417,3836,581,0,0,4417,`1141,enc_API.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
1142,0,1142,872,270,0,0,1142,`476,encode_indices.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
1166,0,1166,1036,130,0,0,1166,`48e,encode_pulses.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
484,0,484,484,0,0,0,484,`1e4,shell_coder.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
304,0,304,304,0,0,0,304,`130,HP_variable_cutoff.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
128,0,128,128,0,0,0,128,`80,NLSF_unpack.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
1992,0,1992,1992,0,0,0,1992,`7c8,stereo_LR_to_MS.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
488,0,488,336,152,0,0,488,`1e8,check_control_input.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
601,0,601,148,453,0,0,601,`259,control_SNR.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
64,0,64,64,0,0,0,64,`40,init_encoder.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
2442,0,2442,1756,686,0,0,2442,`98a,control_codec.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
824,0,824,824,0,0,0,824,`338,biquad_alt.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
100,0,100,100,0,0,0,100,`64,lin2log.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
104,0,104,104,0,0,0,104,`68,log2lin.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
1202,0,1202,980,222,0,0,1202,`4b2,resampler.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
2044,0,2044,1924,120,0,0,2044,`7fc,resampler_private_down_FIR.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
376,0,376,376,0,0,0,376,`178,resampler_private_IIR_FIR.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
340,0,340,340,0,0,0,340,`154,resampler_private_up2_HQ.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
376,0,376,164,212,0,0,376,`178,stereo_encode_pred.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
1072,0,1072,1072,0,0,0,1072,`430,stereo_find_predictor.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
204,0,204,204,0,0,0,204,`cc,stereo_quant_pred.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
2867,0,2867,2680,187,0,0,2867,`b33,encode_frame_FIX.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
950,0,950,788,162,0,0,950,`3b6,find_pitch_lags_FIX.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
1317,0,1317,1100,217,0,0,1317,`525,find_pred_coefs_FIX.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
3676,0,3676,3676,0,0,0,3676,`e5c,noise_shape_analysis_FIX.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
752,0,752,752,0,0,0,752,`2f0,process_gains_FIX.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
520,0,520,348,172,0,0,520,`208,residual_energy_FIX.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
625,0,625,480,145,0,0,625,`271,warped_autocorrelation_FIX.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
636,0,636,344,292,0,0,636,`27c,apply_sine_window_FIX.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
44,0,44,44,0,0,0,44,`2c,autocorr_FIX.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
132,0,132,132,0,0,0,132,`84,k2a_FIX.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
156,0,156,156,0,0,0,156,`9c,k2a_Q16_FIX.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
5089,0,5089,4236,853,0,0,5089,`13e1,pitch_analysis_core_FIX.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
152,0,152,152,0,0,0,152,`98,vector_ops_FIX.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
612,0,612,460,152,0,0,612,`264,schur64_FIX.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
552,0,552,404,148,0,0,552,`228,schur_FIX.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
864,0,864,864,0,0,0,864,`360,opus.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
48,0,48,48,0,0,0,48,`30,opus_decoder.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
10584,0,10584,10152,432,0,0,10584,`2958,bands.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
596,0,596,492,104,0,0,596,`254,entdec.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
3263,0,3263,3156,107,0,0,3263,`cbf,kiss_fft.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
363,0,363,228,135,0,0,363,`16b,laplace.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
2610,0,2610,2268,342,0,0,2610,`a32,vq.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
136,0,136,136,0,0,0,136,`88,code_signs.c.o (ex /Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a),/Users/rohit/repos/TuyaOpen/platform/T5AI/t5_os/ap/../../tuyaos/tuyaos_adapter/include/opus/libopus.a
